FID_,HarbName,HarbourCod,HarbourTyp,Harbour_Co,TotalRepla,HarbLat,HarbLong
,ST. PHILLIP'S,503,Core,3.628403544,1983919.020000000000000,47.592399999999998,-52.885500000000000
,ST. SHOTTS,504,Core,2.461383929,4490300.879999999900000,46.627699999999997,-53.592399999999998
,STAG HARBOUR,507,Non-Core,3,64719.370000000003000,49.575490000000002,-54.272599999999997
,SUMMERFORD,510,Core,2.809226872,530017.729999999980000,49.489199999999997,-54.796900000000001
,SUMMERVILLE,512,Core,3.662339789,2253478.549999999800000,48.439999999999998,-53.551600000000001
,SUNNYSIDE,513,Core,3.282249799,763357.910000000030000,47.857920000000000,-53.928590000000000
,SWEET BAY,514,Core,4.129898042,597500.199999999950000,48.446060000000003,-53.651200000000003
,TACKS BEACH,516,#N/A,#N/A,0.000000000000000,47.580199999999998,-54.214500000000001
,THORNLEA,517,Non-Core,2.667430196,415226.820000000010000,47.606450000000002,-53.719400000000000
,THREE ROCK COVE,518,Core,2.64043209,80277.770000000004000,48.624099999999999,-59.100999999999999
,TILTING,519,Core,2.77843872,1275151.080000000100000,49.705889999999997,-54.061900000000001
,TIZZARD'S HARBOUR,520,Non-Core,3,323921.859999999990000,49.594560000000001,-54.802500000000002
,TORBAY,521,Core,2.646148987,1572697.919999999900000,47.665390000000002,-52.726399999999998
,TREPASSEY,523,Core,3.631255083,1488781.990000000000000,46.735500000000002,-53.371499999999997
,TRINITY EAST,526,Core,3.191295541,684356.800000000050000,48.378399999999999,-53.345100000000002
,TRITON WEST,527,Core,4.889967263,2337412.279999999800000,49.526380000000003,-55.618299999999998
,TROUT RIVER,528,Core,3.059835495,1703318.659999999900000,49.480400000000003,-58.132599999999996
,TROUTY,530,Non-Core,2.682285468,343241.020000000020000,48.331200000000003,-53.406199999999998
,TWILLINGATE (SHOAL TICKLE),531,Core,4.733640526,7235210.040000000000000,49.646540000000002,-54.770099999999999
,UPPER ISLAND COVE,536,Core,3.11192937,893420.560000000060000,47.649540000000002,-53.202900000000000
,JENKINS COVE,537,Core,2.761127469,1006375.950000000000000,49.663539999999998,-54.736400000000003
,VALLEYFIELD,538,Core,3.255172543,7237703.740000000200000,49.121899999999997,-53.608699999999999
,VIRGIN ARM,539,Non-Core,2,139951.030000000000000,49.527200000000001,-54.771999999999998
,WESTPORT,544,Core,2.859150048,603285.579999999960000,49.785559999999997,-56.643799999999999
,VALLEY POND,545,Core,4.11929789,84230.660000000003000,49.568489999999997,-54.899299999999997
,WHITEWAY,546,Core,3.743699153,1387225.840000000100000,47.697000000000003,-53.481900000000003
,BEACHSIDE,547,Non-Core,2.949471576,963905.260000000010000,49.643099999999997,-55.895899999999997
,WILD COVE,548,Core,3.60630791,1987173.820000000100000,49.993350000000000,-56.342100000000002
,WINTERTON,552,Core,2.665162858,1700858.790000000000000,47.955199999999998,-53.334299999999999
,WITLESS BAY,553,Core,3.560736995,1925464.700000000000000,47.278599999999997,-52.823900000000002
,WOODY POINT,558,Core,3.856379776,783570.910000000030000,49.502400000000002,-57.913100000000000
,WRECK COVE,559,Core,3.843762476,1500497.460000000000000,47.497599999999998,-55.607900000000001
,MAKKOVIK,564,Core,3.262119194,2384023.350000000100000,55.084000000000003,-59.170999999999999
,SMOKEY,566,Non-Core,3,2575055.399999999900000,54.466799999999999,-57.246099999999998
,MERASHEEN,570,Non-Core,0,1190024.570000000100000,47.416699999999999,-54.350000000000001
,BRENT'S COVE,572,Core,2.273476367,960592.290000000040000,49.938740000000003,-55.711199999999998
,WESLEYVILLE,573,Core,3.367264876,2050224.179999999900000,49.144460000000002,-53.560499999999998
,BELLEORAM,574,Core,3.798876592,3167970.100000000100000,47.526600000000002,-55.408499999999997
,GREY RIVER,578,#N/A,#N/A,0.000000000000000,47.589039999999997,-57.101500000000001
,ENGLEE,579,Core,1.29540928,234598.690000000000000,50.732460000000003,-56.106999999999999
,NAIN,585,Core,2.74552861,2854103.950000000200000,56.543199999999999,-61.686799999999998
,PLUM POINT,592,Non-Core,5,31566.529999999999000,51.078899999999997,-56.890300000000003
,THREE MILE ROCK,594,Non-Core,3,32671.450000000001000,50.006599999999999,-57.738900000000001
,STRAITSVIEW (SPILLARS COVE),600,Core,4.723825793,1271978.560000000100000,51.588600000000000,-55.493000000000002
,BISCAYAN COVE,607,Non-Core,1.3,190526.170000000010000,47.804000000000002,-52.787399999999998
,BLACK TICKLE,609,Core,3.861684021,2504606.430000000200000,53.456099999999999,-55.764600000000002
,CAPE CHARLES (LODGE BAY),619,Non-Core,0,101770.670000000000000,52.231430000000003,-55.847000000000001
,CARMANVILLE,621,Core,3.039007427,7420616.169999999900000,49.403900000000000,-54.282600000000002
,FLAT BAY,637,#N/A,#N/A,0.000000000000000,48.402099999999997,-58.582200000000000
,ST. LEWIS,639,Core,0,1555011.480000000000000,52.368110000000001,-55.679200000000002
,HEATHERTON,648,#N/A,#N/A,0.000000000000000,48.277030000000003,-58.772300000000001
,PETIT FORTE,677,Core,0.152841617,624424.170000000040000,47.396239999999999,-54.668100000000003
,PINSENT'S ARM,678,Core,5,1493597.669999999900000,52.688450000000003,-55.888500000000001
,TICKLE COVE,691,Core,3.698641517,1781213.820000000100000,48.583300000000001,-53.483300000000000
,WEST BAY CENTRE,701,Non-Core,2.5,18975.270000000000000,48.599780000000003,-58.940800000000003
,JOSEPHINE'S COVE (BARR'D HARBOUR),719,Core,0,500000.000000000000000,50.816800000000001,-57.063699999999997
,OLD HOUSE ROCK (ST. PAULS),725,#N/A,#N/A,0.000000000000000,49.856699999999996,-57.797199999999997
,PORTLAND CREEK,727,#N/A,#N/A,0.000000000000000,50.168500000000002,-57.611899999999999
,MONKSTOWN,737,Core,3.424576137,335845.989999999990000,47.579000000000001,-54.429299999999998
,GEORGES COVE,738,#N/A,#N/A,0.000000000000000,52.582099999999997,-55.755400000000002
,CARTWRIGHT,739,Non-Core,2.626668844,473433.940000000000000,53.703260000000000,-57.026299999999999
,SQUARE ISLANDS,740,Non-Core,0,249081.370000000000000,52.732930000000003,-55.831299999999999
,LOURDES,744,Core,3.26478838,568786.219999999970000,48.652419999999999,-59.004700000000000
,CASTORS RIVER NORTH,751,Core,5,1486407.020000000000000,50.931980000000003,-56.960099999999997
,ENGLISH HARBOUR EAST,757,Core,3.902626275,1026971.090000000000000,47.632300000000001,-54.885500000000000
,CHARLOTTETOWN,800,Core,4.704010886,1200490.570000000100000,52.773820000000001,-56.121299999999998
,ABBOTTS HARBOUR,1001,Core,2.936170213,2350000.000000000000000,43.663899999999998,-65.823700000000002
,ADVOCATE,1002,Core,3.327118644,1475000.000000000000000,45.332400000000000,-64.775700000000001
,ALDER POINT,1003,Core,2.987401575,3175000.000000000000000,46.308700000000002,-60.283499999999997
,AULDS COVE,1010,Core,3.093247588,1555000.000000000000000,45.761000000000003,-62.171999999999997
,BAILEYS BROOK (LISMORE),1012,Core,3.152014652,8190000.000000000000000,45.648200000000003,-61.435200000000002
,BALLANTYNES COVE (MCNAIR'S COVE),1014,Core,2.026829268,10250000.000000000000000,45.706000000000003,-62.270299999999999
,BARRIOS BEACH (TRACADIE),1018,Core,2.54589372,2070000.000000000000000,45.858699999999999,-61.918599999999998
,BATTERY POINT (VICTORIA BEACH),1019,Core,3.027901786,5600000.000000000000000,45.641100000000002,-61.627499999999998
,BAY ST. LAWRENCE,1020,Core,2.684719536,12925000.000000000000000,44.674999999999997,-65.752600000000001
,BAYFIELD (POMQUET POINT),1021,Core,3.183333333,4500000.000000000000000,47.000599999999999,-60.465600000000002
,BAYPORT,1022,Core,2.960869565,1150000.000000000000000,45.645299999999999,-61.753700000000002
,BEAR POINT,1025,Core,3.07642998,2535000.000000000000000,44.329300000000003,-64.316000000000003
,BIG BRAS D'OR,1027,Core,2.485191083,3140000.000000000000000,43.486699999999999,-65.655199999999994
,BIG TANCOOK ISLAND,1029,Core,3.124,1250000.000000000000000,46.281500000000001,-60.424700000000001
,INGOMAR (BLACK POINT),1030,Core,3.641852771,6045000.000000000000000,44.464799999999997,-64.171000000000006
,BLANDFORD (SHOAL COVE),1031,Core,3.34057971,1380000.000000000000000,43.563229999999997,-65.362200000000001
,BROAD COVE,1036,Non-Core,0,0.000000000000000,44.494799999999998,-64.112300000000005
,BROOKLYN-FISHERMEN'S WHARF / SKIDWAY,1038,Core,3.75,800000.000000000000000,44.179400000000001,-64.478200000000001
,BUSH ISLAND,1039,Core,3.422794118,1700000.000000000000000,44.048499999999997,-64.689899999999994
,CAMP COVE (LOWER ARGYLE),1040,Core,3.248305085,7375000.000000000000000,44.233499999999999,-64.372900000000001
,CANADA CREEK,1041,Non-Core,0,0.000000000000000,43.724200000000003,-65.840400000000002
,CANSO,1042,Core,3.53953321,9726000.000000000000000,45.171100000000003,-64.743600000000001
,CAPE JOHN,1044,Core,3.748460591,3248000.000000000000000,45.338999999999999,-60.997799999999998
,CAPE ST.MARYS,1046,Core,3.266786034,5585000.000000000000000,45.798000000000002,-63.123899999999999
,CARTERS POINT (MURPHY COVE),1049,Core,3.451508621,1160000.000000000000000,44.085000000000001,-66.206699999999998
,CENTREVILLE (TROUT COVE),1051,Core,2.295751634,7650000.000000000000000,44.785299999999999,-62.762400000000000
,CHEBOGUE (TOWN POINT HILL),1054,Core,3.222307692,1625000.000000000000000,44.551099999999998,-66.033199999999994
,CHEGOGGIN (PEMBROKE DYKE CHANNEL),1055,Non-Core,1.484848485,4125000.000000000000000,43.775900000000000,-66.094399999999993
,CHEGOGGIN POINT,1056,Core,2.969075145,4325000.000000000000000,43.859900000000003,-66.150800000000004
,CHETICAMP - TOWN WHARF,1061,Core,2.791955617,2163000.000000000000000,43.853000000000002,-66.162000000000006
,CHETICAMP POINT,1063,Non-Core,1.056748466,3260000.000000000000000,46.627000000000002,-61.016599999999997
,EAST CHEZZETCOOK,1064,Core,2.8,750000.000000000000000,46.603099999999998,-61.053800000000003
,CLARK'S HARBOUR,1068,Core,3.057027391,11135000.000000000000000,44.711100000000002,-63.236600000000003
,COOPERS POINT,1074,Core,3.868804665,1715000.000000000000000,43.444000000000003,-65.635099999999994
,CRIBBONS POINT,1078,Core,3.29038599,6995000.000000000000000,44.794300000000000,-62.675400000000003
,CRIPPLE CREEK,1079,Core,3.471335857,9245000.000000000000000,45.755899999999997,-61.896599999999999
,DELAPS COVE,1084,Core,3.426214197,4015000.000000000000000,43.488999999999997,-65.559799999999996
,DENNIS POINT (LOWER WEST PUBNICO),1085,Core,3.66252073,15075000.000000000000000,44.769399999999997,-65.635499999999993
,DINGWALL,1088,Core,3.660706638,4670000.000000000000000,43.618099999999998,-65.787300000000002
,DRUM HEAD,1089,Non-Core,2.312785649,4376000.000000000000000,46.903260000000003,-60.460400000000000
,DUBLIN SHORE,1090,Core,2.918032787,3050000.000000000000000,45.146599999999999,-61.603299999999997
,EAST DOVER,1092,Core,2.2,750000.000000000000000,44.267400000000002,-64.363699999999994
,EAST FERRY,1093,Non-Core,3.023188406,1725000.000000000000000,44.495500000000000,-63.844499999999996
,EAST SIDE PORT L'HEBERT,1095,Core,3.553380783,2810000.000000000000000,44.393300000000004,-66.203400000000002
,EASTERN PASSAGE,1098,Core,3.388489209,2502000.000000000000000,43.827900000000000,-64.933400000000006
,FALLS POINT,1103,Core,3.043086172,12475000.000000000000000,44.610999999999997,-63.496899999999997
,FELTZEN SOUTH,1104,Core,2.352586207,2320000.000000000000000,43.530099999999997,-65.741200000000006
,FINLAY POINT,1105,Core,3.284246575,3285000.000000000000000,44.329200000000000,-64.279799999999994
,FIVE ISLANDS,1107,Non-Core,0,0.000000000000000,46.134099999999997,-61.462299999999999
,FORBES POINT,1109,Core,2.549528302,1590000.000000000000000,43.537799999999997,-65.745500000000007
,FOX POINT,1111,Core,2.4360587,2385000.000000000000000,44.613999999999997,-64.057699999999997
,FREEPORT-FISH POINT WHARF,1112,Core,3.226415094,2650000.000000000000000,44.274200000000000,-66.334999999999994
,GABARUS,1113,Non-Core,0,0.000000000000000,45.843000000000004,-60.149500000000003
,GLACE BAY,1114,Core,2.95545642,11152000.000000000000000,46.195599999999999,-59.950699999999998
,GRAND ETANG,1117,Core,3.419627383,5770000.000000000000000,46.549500000000002,-61.044800000000002
,GUNNING COVE,1119,Core,3.964588145,6495000.000000000000000,43.680650000000000,-65.340599999999995
,HALF ISLAND COVE,1120,Non-Core,0,0.000000000000000,45.353800000000000,-61.195000000000000
,HALLS HARBOUR,1121,Core,3.424351585,8675000.000000000000000,45.200800000000001,-64.619799999999998
,HAMPTON,1122,Core,3.4,7375000.000000000000000,44.906799999999997,-65.350800000000007
,HAVRE BOUCHER,1124,Core,2.169014085,1775000.000000000000000,45.688800000000001,-61.527700000000003
,HUNTS POINT,1127,Core,3.494949495,2475000.000000000000000,43.951500000000003,-64.768199999999993
,INDIAN POINT,1129,Core,3.934108527,1290000.000000000000000,44.459299999999999,-64.313400000000001
,INGONISH FERRY (SOUTH INGONISH),1130,Core,3.968773514,1329000.000000000000000,46.629800000000003,-60.389299999999999
,INVERNESS (MCISAAC POND),1131,Core,3.705472637,5025000.000000000000000,46.230200000000004,-61.317399999999999
,GAMMONS CREEK (JOHN VOGLERS SHORE),1136,Core,3.233009709,1030000.000000000000000,44.903799999999997,-62.349800000000002
,JONES HARBOUR,1138,Core,1.623955432,1795000.000000000000000,43.750100000000003,-64.974699999999999
,JUDIQUE (BAXTERS COVE),1139,Core,2.132063882,4070000.000000000000000,45.857999999999997,-61.503500000000003
,KELLEYS COVE,1140,Non-Core,0,0.000000000000000,43.783900000000003,-66.128699999999995
,KRAUT POINT (RIVERPORT),1145,Core,3.404761905,3150000.000000000000000,44.289800000000000,-64.345200000000006
,LARRYS RIVER,1147,Core,2.266411871,5560000.000000000000000,45.217900000000000,-61.373699999999999
,LEDGE HARBOUR,1148,Core,3.034172662,3475000.000000000000000,43.652000000000001,-65.819000000000003
,LITTLE ANSE,1151,Non-Core,0,0.000000000000000,45.496800000000000,-60.929200000000002
,SCOTS BAY (LITTLE COVE),1153,Core,1.655963303,2725000.000000000000000,45.314200000000000,-64.424700000000001
,DOVER (LITTLE DOVER),1154,Core,2.85741688,3910000.000000000000000,45.290100000000002,-61.048699999999997
,LITTLE HARBOUR (HALIFAX COUNTY),1155,Core,3.052,1125000.000000000000000,44.709299999999999,-62.841799999999999
,LITTLE HARBOUR (CHERRY HILL),1156,Core,2.5,650000.000000000000000,44.157400000000003,-64.482399999999998
,LITTLE HARBOUR (L'ARDOISE),1158,Core,3.215799388,4247000.000000000000000,45.582700000000003,-60.740299999999998
,LITTLE HARBOUR (SHELBURNE COUNTY),1160,Core,2.945539419,2410000.000000000000000,43.716700000000003,-65.030000000000001
,LITTLE JUDIQUE PONDS,1162,Core,3.898879402,4685000.000000000000000,45.939700000000002,-61.527500000000003
,LITTLE LISCOMB,1163,Core,3.561046512,1720000.000000000000000,45.025799999999997,-61.971800000000002
,LITTLE RIVER (VICTORIA COUNTY),1165,Core,3.304388863,6357000.000000000000000,46.445399999999999,-60.459099999999999
,LITTLE RIVER (DIGBY COUNTY),1166,Core,3.246409336,2785000.000000000000000,44.444200000000002,-66.129800000000003
,LITTLE RIVER HARBOUR,1167,Core,4.05632716,3240000.000000000000000,43.711700000000000,-66.030799999999999
,LITTLE TANCOOK,1168,Non-Core,0,0.000000000000000,44.471899999999998,-64.140600000000006
,LIVINGSTONE COVE,1170,Core,2.523076923,1625000.000000000000000,45.868200000000002,-61.981699999999996
,LOCKEPORT,1171,Core,3.615692223,9065000.000000000000000,43.701300000000003,-65.109399999999994
,LONG COVE (MEDWAY),1173,Non-Core,0,0.000000000000000,44.097700000000003,-64.545699999999997
,LOUISBOURG,1175,Core,2.962727535,6922000.000000000000000,45.917800000000000,-59.970599999999997
,LOWER EAST PUBNICO,1177,Core,3.119446047,8665000.000000000000000,43.605600000000003,-65.777000000000001
,LOWER JORDAN BAY,1179,Core,3.291666667,1200000.000000000000000,43.681600000000003,-65.240300000000005
,LOWER PROSPECT,1182,Core,2.563694268,785000.000000000000000,44.451000000000001,-63.725900000000003
,LOWER SANDY POINT,1183,Core,3.720877458,6610000.000000000000000,43.680000000000000,-65.302199999999999
,LOWER WEDGEPORT -TUNA WHARF,1185,Core,2.160575049,5130000.000000000000000,43.712299999999999,-65.984399999999994
,LOWER WOODS HARBOUR,1186,Core,3.320197044,5075000.000000000000000,43.521900000000002,-65.737399999999994
,LUNENBURG - RAILWAY WHARF,1187,Core,2.777777778,1350000.000000000000000,44.375000000000000,-64.307000000000002
,MABOU HARBOUR,1189,Core,3.970091027,3845000.000000000000000,46.085999999999999,-61.464900000000000
,MAIN-?-DIEU,1192,Core,3.315914489,6315000.000000000000000,46.006599999999999,-59.841200000000001
,MALAGASH,1193,Core,2.846292417,2387000.000000000000000,45.774799999999999,-63.296199999999999
,MARGAREE HARBOUR (BELLE C?TE),1195,Core,3.600492914,8115000.000000000000000,46.443600000000004,-61.108600000000003
,MARIE JOSEPH,1197,Core,3.348484848,1320000.000000000000000,44.965699999999998,-62.079000000000001
,METEGHAN,1205,Core,3.593939394,16500000.000000000000000,44.194099999999999,-66.166600000000003
,MIDDLE POINT COVE,1208,Non-Core,0,0.000000000000000,44.508899999999997,-63.939000000000000
,MILL COVE,1209,Core,2.490942029,2760000.000000000000000,44.580900000000000,-64.054100000000005
,MOOSE HARBOUR,1211,Core,3.057575758,4125000.000000000000000,44.018700000000003,-64.664500000000004
,MORRIS ISLAND,1212,Core,3.350649351,2310000.000000000000000,43.734699999999997,-65.887299999999996
,MURPHYS POND,1215,Core,3.1003961,4923000.000000000000000,46.027400000000000,-61.544600000000003
,NEILS HARBOUR,1216,Core,3.767253604,4231000.000000000000000,46.807000000000002,-60.320599999999999
,NEW HARBOUR (GUYSBOROUGH COUNTY),1219,Core,3.59562212,3255000.000000000000000,44.473599999999998,-64.091200000000001
,NEW HARBOUR (LUNENBURG COUNTY),1220,Non-Core,0,0.000000000000000,44.473599999999998,-64.091300000000004
,NEW HAVEN,1221,Core,2.630940834,4124000.000000000000000,46.820599999999999,-60.319800000000001
,NEW WATERFORD,1222,Core,2.789621016,2322000.000000000000000,46.256399999999999,-60.083700000000000
,NEWELLTON,1223,Core,3.198275862,8700000.000000000000000,43.472099999999998,-65.633300000000006
,INGONISH (MACLEODS POINT),1224,Core,3.381355023,5594000.000000000000000,46.688400000000001,-60.359099999999998
,NORTH SYDNEY-BALLAST GROUNDS,1226,Core,2.962440545,6097000.000000000000000,46.206400000000002,-60.248899999999999
,NORTHPORT,1227,Non-Core,1.909574468,1466400.000000000000000,45.934199999999997,-63.868499999999997
,NORTHWEST COVE,1228,Core,3.355263158,1330000.000000000000000,44.533900000000003,-64.023600000000002
,OWLS HEAD,1232,Core,4.284591195,1590000.000000000000000,44.736400000000003,-62.831299999999999
,PARKERS COVE,1234,Core,3.21,10000000.000000000000000,44.813000000000002,-65.537800000000004
,PEGGYS COVE,1235,Core,3.944134078,895000.000000000000000,44.493400000000001,-63.916499999999999
,PEREAUX (DELHAVEN),1236,Core,2.876126126,2775000.000000000000000,45.202399999999997,-64.380399999999995
,PICTOU ISLAND,1239,Core,3.403571429,7000000.000000000000000,45.803100000000001,-62.585700000000003
,PICTOU LANDING,1240,Core,4.1875,5700000.000000000000000,45.675899999999999,-62.683999999999997
,PINKNEYS POINT,1241,Core,3.076622361,6395000.000000000000000,43.704000000000001,-66.054199999999994
,PLEASANT BAY,1243,Core,3.127611421,7180000.000000000000000,46.830399999999997,-60.797800000000002
,POINT ACONI (MCCREADYVILLE),1244,Core,3.553648069,1165000.000000000000000,46.307099999999998,-60.287500000000001
,PORT BICKERTON EAST,1248,Core,2.809815951,2445000.000000000000000,45.105800000000002,-61.722700000000003
,PORT BICKERTON WEST,1249,Core,2.044776119,2345000.000000000000000,45.094700000000003,-61.726999999999997
,PORT LA TOUR,1256,Core,3.41555903,6395000.000000000000000,43.498800000000003,-65.470900000000000
,PORT MAITLAND,1258,Core,2.641996558,14525000.000000000000000,43.985300000000002,-66.158000000000001
,PORT MEDWAY,1260,Core,3.560131796,3035000.000000000000000,44.132199999999997,-64.576200000000000
,PORT MORIEN,1261,Core,3.08683033,8269000.000000000000000,46.131599999999999,-59.871899999999997
,PORT MOUTON,1262,Core,2.005,1750000.000000000000000,43.926900000000003,-64.847099999999998
,PORTUGUESE COVE,1267,Non-Core,0,0.000000000000000,44.520400000000002,-63.531399999999998
,PUGWASH,1270,Core,3.359086492,2058000.000000000000000,45.847700000000003,-63.666899999999998
,QUEENSPORT,1272,Core,3.320158103,1265000.000000000000000,45.344799999999999,-61.256000000000000
,ROSE BAY,1278,Non-Core,0,0.000000000000000,44.286099999999998,-64.284800000000004
,SAMBRO,1280,Core,3.789371981,5175000.000000000000000,44.477899999999998,-63.599400000000003
,SANDFORD,1282,Core,2.641210614,15075000.000000000000000,43.919400000000003,-66.155100000000004
,SANDY COVE EAST,1283,Core,3.306122449,3675000.000000000000000,44.487699999999997,-66.085300000000004
,SANDY COVE WEST,1284,Non-Core,0,0.000000000000000,44.498699999999999,-66.098600000000005
,SAULNIERVILLE,1286,Core,4.705570292,18850000.000000000000000,44.263100000000001,-66.136899999999997
,SEAL HARBOUR,1289,#N/A,#N/A,0.000000000000000,45.150500000000001,-61.580700000000000
,SHAD BAY,1291,Core,4,355000.000000000000000,44.529000000000003,-63.787799999999997
,SHAG HARBOUR,1292,Core,3.30794702,5285000.000000000000000,43.492880000000000,-65.706559999999996
,SHAG HARBOUR (PROSPECT POINT),1293,Core,2.582236842,1900000.000000000000000,43.490400000000001,-65.718699999999998
,SKINNERS COVE,1295,Core,3.791074056,4078000.000000000000000,45.793500000000002,-63.044600000000003
,SLUICE POINT,1296,Core,3.174050633,1975000.000000000000000,43.772799999999997,-65.950299999999999
,SMITHSVILLE,1298,Non-Core,0,0.000000000000000,43.485900000000001,-65.463800000000006
,SONORA,1300,Core,3.432291667,1920000.000000000000000,45.057600000000001,-61.904499999999999
,SOUTH BAR,1301,Core,2.997560976,2050000.000000000000000,46.200400000000002,-60.203899999999997
,SOUTH SIDE,1304,Core,3.481958763,4850000.000000000000000,43.447699999999998,-65.585800000000006
,STONEY ISLAND,1312,Core,2.84032634,4290000.000000000000000,43.468000000000004,-65.566299999999998
,SURETTES ISLAND (THE TITTLE),1314,Core,3.561320755,1060000.000000000000000,43.719999999999999,-65.905400000000000
,SWIMS POINT,1315,Core,2.972222222,2025000.000000000000000,43.433000000000000,-65.631299999999996
,TERENCE BAY,1318,Core,2.865187713,1465000.000000000000000,44.467799999999997,-63.714700000000001
,THREE FATHOM HARBOUR,1320,Core,3.507621951,820000.000000000000000,44.639099999999999,-63.276800000000001
,TIVERTON -FISHERMEN'S WHARF,1323,Core,2.975517241,7250000.000000000000000,44.396999999999998,-66.213700000000003
,TONEY RIVER,1325,Core,3.960869565,5175000.000000000000000,45.771599999999999,-62.890599999999999
,UPPER PORT LA TOUR,1331,Core,2.851528384,5725000.000000000000000,43.505899999999997,-65.469499999999996
,VOGLERS COVE WEST,1335,Core,2.930167598,4475000.000000000000000,44.153300000000002,-64.545000000000002
,WALLACE,1337,Core,2.532363801,2654200.000000000000000,45.814799999999998,-63.473100000000002
,WEDGE POINT (WEDGEPORT),1338,Core,3.120748299,7350000.000000000000000,43.713099999999997,-65.969300000000004
,WEST ARICHAT,1339,Non-Core,0,0.000000000000000,45.511719999999997,-61.077800000000003
,WEST BERLIN,1341,Core,3.488372093,2150000.000000000000000,44.068899999999999,-64.582599999999999
,WEST DOVER,1342,Core,3.130434783,1150000.000000000000000,44.492899999999999,-63.868400000000001
,WEST GREEN HARBOUR,1343,Core,3.275362319,1725000.000000000000000,43.719200000000001,-65.167800000000000
,WEST HEAD,1345,Core,3.603286853,12550000.000000000000000,43.458799999999997,-65.651899999999998
,WESTPORT -FERRY WHARF,1350,Core,3.16,5750000.000000000000000,44.265700000000002,-66.348200000000006
,WESTPORT (IRISHTOWN),1351,Core,2.568888889,4500000.000000000000000,44.258400000000002,-66.346699999999998
,WHALE COVE,1352,Non-Core,2.495098039,2550000.000000000000000,44.435899999999997,-66.175100000000000
,WHITE POINT,1353,Core,3.4360074,2973000.000000000000000,46.875399999999999,-60.353400000000001
,UPPER WHITEHEAD,1356,Core,1.954308094,1915000.000000000000000,45.240900000000003,-61.189500000000002
,YARMOUTH BAR,1361,Core,4.638888889,5400000.000000000000000,43.815100000000001,-66.150499999999994
,CARIBOU FERRY - FISHERMEN'S FACILITIES,1364,Core,3.258881579,7600000.000000000000000,45.738999999999997,-62.687500000000000
,CENTRAL PORT MOUTON - FISHERMEN'S WHARF,1403,Core,3.810523289,8695000.000000000000000,43.920299999999997,-64.842799999999997
,FREEPORT (NORTHEAST COVE),1404,Non-Core,0,0.000000000000000,44.269399999999997,-66.328999999999994
,FREEPORT (SOUTH COVE),1405,Core,3.720457433,3935000.000000000000000,44.266100000000002,-66.327299999999994
,PETIT-DE-GRAT,1408,Core,3.609299098,5764000.000000000000000,45.505800000000001,-60.960400000000000
,CHETICAMP (LA DIGUE),1411,Core,3.313482007,9865000.000000000000000,46.636200000000002,-61.010100000000001
,LUNENBURG - FISHERMEN'S WHARF,1412,Core,3.487951807,1660000.000000000000000,44.376300000000001,-64.314499999999995
,ALBERTON (NORTHPORT),2001,Core,3.374459246,14563000.000000000000000,46.795299999999997,-64.059100000000001
,ANNANDALE,2003,Core,3.114645461,4527000.000000000000000,46.258299999999998,-62.423800000000000
,BAY FORTUNE,2006,Core,3.703842522,10165200.000000000000000,46.328600000000002,-62.350200000000001
,BEACH POINT,2007,Core,3.706624606,14265000.000000000000000,46.016100000000002,-62.486600000000003
,BIDEFORD,2010,Non-Core,0,0.000000000000000,46.613500000000002,-63.908700000000003
,BORDEN - FISHERMEN'S WHARF,2011,Core,2.322527832,3054000.000000000000000,46.250000000000000,-63.701300000000003
,CLIFTON,2017,Non-Core,0,0.000000000000000,46.461799999999997,-63.542200000000001
,COVEHEAD,2018,Core,3.855182927,3280000.000000000000000,46.428199999999997,-63.146200000000000
,DARNLEY (BRIDGE),2020,Non-Core,1.685153584,1465000.000000000000000,46.534399999999998,-63.664600000000000
,ABRAMS VILLAGE,2021,Core,3.288161856,5647000.000000000000000,46.440100000000001,-64.111800000000002
,FISHING COVE,2024,Core,2.685576077,5685000.000000000000000,46.408000000000001,-64.134500000000003
,FRENCH RIVER,2025,Core,3.232962963,2025000.000000000000000,46.517400000000002,-63.511499999999998
,FRENCH RIVER -SOUTH LANDING,2026,Core,2.950501002,2495000.000000000000000,46.508899999999997,-63.501300000000001
,GEORGETOWN - FISHERMEN'S WHARF,2027,Core,2.993985925,4177700.000000000000000,46.179000000000002,-62.530700000000003
,GRAHAM POND,2029,Core,3.317936611,12188200.000000000000000,46.096200000000003,-62.454500000000003
,HIGGINS SHORE (PRINCE COUNTY),2033,Core,3.006164059,2109000.000000000000000,46.549599999999998,-64.088499999999996
,HOWARDS COVE,2034,Core,3.499910794,5605000.000000000000000,46.740200000000002,-64.378200000000007
,JUDES POINT,2035,Core,3.480682731,6225000.000000000000000,46.952199999999998,-64.002799999999993
,LAUNCHING POND,2037,Core,3.541445665,10388300.000000000000000,46.220900000000000,-62.411700000000003
,LOWER MONTAGUE,2040,Core,3.27747371,1626100.000000000000000,46.170200000000001,-62.562700000000000
,MACHONS POINT,2041,Core,2.776237624,2525000.000000000000000,46.013900000000000,-62.513800000000003
,MALPEQUE COVE (MALPEQUE),2042,Core,3.421535394,5015000.000000000000000,46.556399999999996,-63.703099999999999
,MCAULEY'S SHORE (PINETTE RIVER),2043,Core,3.423735511,2277600.000000000000000,46.057899999999997,-62.927300000000002
,MILLIGANS SHORE,2046,Core,2.804754416,4133000.000000000000000,46.655500000000004,-63.911499999999997
